Edgar Grospiron,,Freestyle skier
Eduard Zenovka,Soviet Union,Soviet modern pentathlete
Eeke van Nes,Netherlands,Rower
Ekaterina Anikeeva,,Water polo player
Johanna Ikonen,,Ice hockey player
Jury Chechi,Italy,Gymnast; rings gold at 1996 Olympics
Jyri Kjäll,Finland,Boxer
Artur Partyka,,Athletics (sport) competitor
Axel Hager,Germany,Volleyball player
Beatrice Utondu,Nigeria,Nigerian sprinter and long jumper
Beatrix Kökény,Hungary,Hungarian handball player
Angelika Neuner,,Luger
Anke Möhring,Germany,Swimmer
Anne-Lise Bardet,France,Canoe racer
Ari Sulander,Finland,Ice hockey player
Olga Slyusareva,Ukraine,Russian racing cyclist
Rafael Guijosa,,Handball player
Renata Mauer,Poland,Polish sport shooter
Peter Oppegard,,Figure skater
Petr Hrbek,Czechoslovakia,Ice hockey player
Petri Varis,Finland,Ice hockey player
Róbert Švehla,Czechoslovakia,Ice hockey player
Alessandro Bovo,,Water polo player
Richard Trautmann,,Judoka
Susan Williams (triathlete),,Triathlete
Svetlana Krivelyova,Russia,Russian shot putter
Takashi Miwa,Japan,Baseball player
Tang Jiuhong,,Badminton player
David Collins (rower),United States,Olympic medalist in rowing
David Douillet,,Judoka
Gerda Weissensteiner,Italy,Bobsledder and luger
Gintaras Einikis,,Basketball player
Mohamed Suleiman,,Athletics (sport) competitor
Munkhbayar Dorjsuren,Mongolia,Sport shooter
Myriam Bédard,Canada,Canadian biathlete
Nancy Kerrigan,United States,American figure skater
Natalia Valeeva,,Archer
Nataliya Rusnachenko,Soviet Union,Handball player
Nataliya Stasyuk,,Rower
Bryan Ivie,United States,Volleyball player
Bryan Steel,United Kingdom,English racing cyclist
Vanderlei de Lima,,Athletics competitor
Vasily Kudinov,,Handball player
Viktor Petrenko,United States,Ukrainian figure skater
Viktoriya Troytskaya,,Short track speed skater
Vladimir Batez,,Volleyball player
Jenny Gal,,Judoka
Jens Eriksen,Denmark,Badminton player
Jochen Lettmann,Germany,Canoe racer
Amiran Totikashvili,Soviet Union,Judoka
Andrea Farkas,Hungary,Hungarian handball goalkeeper and coach
Leonid Shaposhnykov,,Rower
Li Chunxiu,China,Chinese racewalker
Linda Kisabaka,Germany,German athlete
Liu Jianjun,,Badminton player
Fernanda Ribeiro,Portugal,Athletics (sport) competitor long distance runner
Fiona Robinson,,Basketball player
Francine McRae,,Softball player
Frank Adisson,France,Canoe racer
Mateo Garralda,,Handball player
Nezha Bidouane,Morocco,Moroccan hurdling athlete
Nicole Bradtke,Australia,Australian tennis player
Nino Salukvadze,Georgia,Sport shooter
Holly McPeak,United States,Volleyball player
Huang Hua (badminton),China,female Chinese badminton player
Ildikó Mincza-Nébald,Hungary,Fencer
Imre Csösz,,Judoka
Christian Moser,Germany,Ski jumper
Christian Tröger,Germany,Swimmer
Christine Collins (rower),United States,Olympic medalist in rowing
Chung Hoon,,Judoka
Sabine Bau,Germany,Fencer
Salvador Esquer,,Handball player
Sandra Wagner-Sachse,,Archer
Sarah Hardcastle,United States,Swimmer
Scott Jaffe,United States,American swimmer Olympic gold medalist
Akaki Chachua,Georgia,Olympic wrestler
Caroline Brunet,,Canoe racer
Carolyn Jones-Young,Philippines,American professional women's basketball player
Wilfrid Forgues,France,Canoe racer
William Fox-Pitt,,Equestrian
Courtney Rumbolt,,Bobsledder
Dagmar Hase,Germany,Swimmer
Dan Greenbaum,United States,Volleyball player
Dan Steele,,Bobsledder and track and field competitor
Jon Olsen,Britain,American swimmer Olympic gold medalist former world record-holder
Jonny Searle,United Kingdom,Rower
Jordi Nuñez,,Handball player
Jorge Julio Rocha,,Boxer
Karen Kraft,Mali,Olympic medalist in rowing
Kathrin Boron,,Rower
Katrin Borchert,,Canoe racer
Kelly Hardie,,Softball player
Kerry Dienelt,,Softball player
Kerstin Kielgass,Germany,Swimmer
Khaled Al-Eid,Saudi Arabia,Saudi Arabian equestrian
Isabelle Brasseur,Canada,Figure skater
Israel Hernández,,Judoka
István Kovács,Hungary,Boxer
Els Callens,,tennis player sports journalist
Tihomir Franković,Croatia,Croatian rower
Tim Foster,United Kingdom,Rower
Lyudmyla Shevchenko,,Handball player
Maksim Tarasov,Soviet Union,Russian pole vaulter
Grigory Misutin,,Gymnast
Guido Fulst,Germany,German racing cyclist
Wolfram Waibel Jr.,,Olympic sport shooter
Yuliya Sotnikova,,Athletics (sport) competitor
Zoltán Béres,,Boxer
Zoltan Lunka,Romania,Boxer
František Jež,,Ski jumper
Garth Robinson,United Kingdom,Athletics (sport) competitor
Denis Kapustin,,Athletics (sport) competitor
Dennis Blake,,Athletics (sport) competitor
Denny Kantono,Indonesia,Badminton player
Rupert Obholzer,United Kingdom,Rower
Ruslana Taran,,Sailor
Michael Blackburn (sailor),,Sailor
Mika Strömberg,Finland,Ice hockey player
Mikael Ljungberg,,Olympic wrestler
Milko Kazanov,,Canoe racer
Tomohito Ito,Japan,Baseball player
Tonja Buford-Bailey,,Athletics (sport) competitor
Ulrike Klotz,Germany,gymnast
Uschi Disl,Germany,German biathlete
Valentí Massana,,Athletics (sport) competitor
Sergei Mureiko,,Olympic wrestler
Shinya Miyamoto,Japan,Baseball player
Silke Kraushaar-Pielach,Germany,Luger
Stefano Battistelli,Italy,Swimmer
Stephen Kipkorir,Kenya,Athletics (sport) competitor
Haruka Saito,,Olympic softball player
Konstantin Ushakov,,Volleyball player
Krešimir Čuljak,,Rower
Kristina Cook,United Kingdom,Equestrian
Larisa Kiselyova,,Handball player
Laura Badea-Cârlescu,Romania,Fencer
Laura Walker,United States,All-American college swimmer international swimmer Olympic Bronze medalist
Manuela Stellmach,Germany,Swimmer
Marc-Kevin Goellner,Brazil,German tennis player
Marja-Helena Pälvilä,,Ice hockey player
Mark Pinger,,Swimmer
Mark Warnecke,Germany,Swimmer
Jan Quast,,Boxer
Janne Laukkanen,Finland,Finnish ice hockey player
Jasna Fazlić,,Table tennis player
Ed Podivinsky,Alps,Alpine skier
Elaine Youngs,United States,American beach volleyball player
John Forbes (sailor),,Sailor
Joyce Chepchumba,,Athletics (sport) competitor
Julie Richards,United States,Olympic medalist in equestrian
Karen Forkel,Germany,German javelin thrower
Astrid Kumbernuss,Germany,German shot and discus thrower
Anikó Nagy,,Handball player
Antti Törmänen,Finland,Finnish ice hockey player
Arkhom Chenglai,Thailand,Boxer
Olena Cherevatova,,Canoe racer
Oren Smadja,,Judoka
Paolo Vidoz,Italy,Boxer
Pasquale Gravina,Italy,Volleyball player
Raúl González (handballer),,Handball player
Rafael Lozano,Spain,Boxer
Rebecca Joyce,,Rower
Ricarda Lima,Brazil,Olympic volleyball player of Brazil
Ricco Groß,Germany,German biathlete
Richard Šmehlík,Czechoslovakia,Ice hockey player
Predrag Zimonjić,Serbia,Serbian water polo player
Aleksey Voyevodin,,Athletics (sport) competitor
Alessandra Sensini,Italy,Sailor
Alexei Zhamnov,Soviet Union,Russian ice hockey player
Rintje Ritsma,Netherlands,Speed skater
Robert Lang (ice hockey),Czechoslovakia,Ice hockey player
Stuart Carruthers,,Field hockey player
Susann Goksør Bjerkrheim,,Handball player
Svetlana Pryakhina,,Handball player
Sylvia Dördelmann,,Rower
Teemu Selänne,Finland,Finnish ice hockey player
Daniele Crosta,Italy,Fencer
Daphne Touw,,Field hockey player
Dariusz Białkowski,Poland,Polish canoeist
David Barrufet,,Handball player
Gil Young-ah,,female badminton player from South Korea
Giovanna Trillini,Italy,Fencer
Beverly McDonald,,Athletics (sport) competitor
Brent Hilliard,United States,Volleyball player
Cédric Mathy,Belgium,cyclist
Viktor Jelenić,,Water polo player
Vladimir Grbić,Yugoslavia,Volleyball player
Vladimir Isakov,,Sport shooter
Vyacheslav Gorpishin,,Handball player
Waldemar Malak,,Weightlifter
Jimmy Pedro,United States,Judoka
Alison Korn,United States,Rower
Amir Reza Khadem,,Olympic wrestler
Amy Tryon,United States,Olympic medalist in equestrian
Anatoli Tishchenko,,Canoe racer
Anatoly Laryukov,Russia,Judoka
Andrea Giani,,Volleyball player
Andrea Tagwerker,,Luger
Andreas Wecker,Germany,Gymnast
Andrei Cherkasov,Russia,Tennis player
Andrei Tivontchik,Belarus,German pole vaulter
Andrian Dushev,,Canoe racer
Andriy Kovalenko,,Water polo player
Leonard Doroftei,Romania,Boxer
Leontien van Moorsel,Netherlands,Dutch racing cyclist
Filippo Soffici,,Rower
Frédéric Kowal,,Rower
Frank Möller,,Judoka
Maulen Mamyrov,,Olympic wrestler
Melanie Roche,,Softball player
Nicole Richardson,,Softball player
Nikolai Aksyonov,,Rower
Nikolaj Pešalov,Croatia,Croatian weightlifter of Bulgarian descent
Noriko Yamaji,Japan,Japanese softball player
Hiromi Yamamoto,Japan,Japanese speed skater
Igor Boraska,Croatia,Croatian rower
Ildikó Pádár,Hungary,Hungarian handball player
Chiyori Masuchi,,Judoka
Chris Huffins,,Athletics (sport) competitor
Ablade Kumah,Ghana,Association footballer
Aki Takayama,,Synchronized swimmer
Wietske de Ruiter,,Field hockey player
Willemijn Duyster,,Field hockey player
Dagmar Kersten,,Former gymnast
Dana Pyritz,,Rower
Jonathan Cleveland,United States,Swimmer
Kazutaka Nishiyama,,Baseball player
Keltie Duggan,Canada,Swimmer
Irina Tolkunova,,Water polo player
Isabelle Charest,,Short-track speed skater
Iván Trevejo,Cuba,Fencer
Ellen Kuipers,,Field hockey player
Elvis Gregory,Cuba,Fencer
Emma Robinson (rower),Montreal,Rower
Thomas Stuer-Lauridsen,,Badminton player
Tim Austin,,Boxer
Magali Messmer,,Triathlete
Goran Ivanišević,Yugoslavia,Tennis player
Grant Smith (field hockey),,Field hockey player
Gu Xiaoli,China,Olympic rower
György Mizsei,Hungary,Boxer
Hajnalka Kiraly,Hungary,Fencer
Yoriko Okamoto,,Taekwondo practitioner
Youri Stepkine,,Judoka
Pavel Bure,Soviet Union,Russian professional ice hockey player
Peer Moberg,,Sailor
Denis Krivoshlykov,,Handball player
Rolando Tucker,Cuba,Fencer
Rulon Gardner,United States,Olympic gold medal winner; wrestling
Ruslan Mashurenko,,Judoka
Rustam Sharipov,,Gymnast
Rytis Vaišvila,Soviet Union,Basketball player
Mika Alatalo,Finland,Ice hockey player
Tomas Pačėsas,Soviet Union,Basketball player
Tomomi Okazaki,,Speed skater
Trine Tangeraas,Norway,Association footballer
Víctor Estrada,,Taekwondo practitioner
Valeri Stolyarov,Russia,Russian Nordic combined skeir
Sergey Klevchenya,,Speed skater
Shamo Quaye,Ghana,Swedish footballers
Shim Eun-jung,,female badminton player from South Korea
Stephan Volkert,,Rower
Harald Christian Strand Nilsen,Alps,Alpine skier
Kjersti Grini,,Handball player
Kjetil André Aamodt,Norway,Norwegian Alpine skier
Lance Armstrong,United States,American professional road racing cyclist
Lance Bade,United States,Sport shooter
Larisa Merk,,Rower
Larysa Zaspa,Ukraine,Ukrainian handball player
Laryssa Biesenthal,,Rower Rower
Lasse Kjus,Norway,Alpine skier
Laura Flessel-Colovic,Guadeloupe,Fencer
Lea Maurer,United States,American swimmer college swimming coach Olympic gold medalist
Marianne Kriel,,Swimmer
Mark Grimmette,United States,American luger
Marko Spittka,,Judoka
James Elmer,,Field hockey player
Jan Hempel,,Diver
Janez Klemenčič,,Rower
Du'aine Ladejo,,Athletics (sport) competitor
Joel Lamela,,Athletics (sport) competitor
Juan Marén,,Olympic wrestler
Junichi Inoue,,Speed skater
Karen Cashman,,Short-track speed skater
Ann-Elen Skjelbreid,Norway,Norwegian biathlete
Ann Cathrin Eriksen,,Handball player
Antoaneta Frenkeva,Bulgaria,Bulgarian swimmer
Antonio Carlos Ortega,,Handball player
Arantxa Sánchez Vicario,Venezuela,Tennis player
Artūras Karnišovas,Soviet Union,Basketball player
Odd-Bjørn Hjelmeset,Norway,Cross-country skier
Oleg Gorobiy,,Canoe racer
Oswald Haselrieder,,Luger
Rachel McQuillan,Australia,Australian tennis player
Rajko Jokanović,,Volleyball player
Phil Rogers,Australia,Australian swimmer
Pyrros Dimas,Albania,Weightlifter
Qian Hong (swimmer),,Swimmer
Alexis Vila,,Olympic wrestler and mixed martial artist
Robin Reid (boxer),England,Boxer
Susi Susanti,Indonesia,Indonesian badminton player
Suzan van der Wielen,Netherlands,Dutch field hockey player
Suzanne Plesman,,Field hockey player
Sven Fischer,Germany,German biathlete
Svetlana Goncharenko,,Athletics (sport) competitor
Darius Maskoliūnas,Soviet Union,Lithuanian basketball player
Gerhard Plankensteiner,,Luger
Natalya Deryugina,,Handball player
Natascia Leonardi Cortesi,Switzerland,Swiss cross-country skier and ski mountaineer
Natasha Zvereva,Belarus,Belarusian tennis player
Bettina Wiegmann,,Association football player
Bjarte Engen Vik,Norway,Norwegian nordic combined skier
Bobby Julich,United States,Road bicycle racer
Brendan Garard,,Field hockey player
Veljko Uskoković,,Water polo player
Virna Dias,Brazil,Volleyball player
Vladislav Kulikov,Russia,Swimmer
Vugar Orujov,,Olympic wrestler
Wang Yan (athlete),China,Chinese racewalker
Jesús Olalla,,Handball player
Jiří Šlégr,Czechoslovakia,Ice hockey player
Alison Williamson,United Kingdom,British archer
Amy Peterson,,Short track speed skater
Aníbal Santiago Acevedo,Mali,Boxer
Andrea Sartoretti,,Volleyball player
Leila Barros,Brazil,Volleyball player
Lin Yanfen,,Badminton player
Frank Amankwah,Ghana,Ghanaian footballer
Martin Ručinský,Czechoslovakia,Ice hockey player
Mary Joe Fernández,Dominican Republic,American tennis player
Melissa Morrison-Howard,United States,American hurdler
Nicole Livingstone,Australia,Swimmer
Hilde Synnøve Lid,,Freestyle skier
Hiroki Kokubo,Japan,Baseball player
Indrek Pertelson,,Judoka
Chris Johnson (boxer),,Boxer
Christoph Bechmann,,Field hockey player
Christy Opara-Thompson,Nigeria,Nigerian sprinter
Sabine Spitz,Germany,German racing cyclist
Sari Fisk,Finland,Finnish ice hockey player
Adam Vella (sport shooter),Australia,Australian sport shooter
Agnete Carlsen,Norway,Association football player
Carlo Silipo,,Water polo player
Carlos Espínola (sailor),Argentina,Argentine sailor and windsurfer
Carole Thate,,Field hockey player
Constanţa Burcică,,Rower
Cornelia Pfohl,Germany,Archer
Damon Diletti,,Field hockey player
Karin Rodrigues,,Volleyball player
Khassaraporn Suta,,Weightlifter
Kieran Hansen,,Short track speed skater
Kim Soo-Nyung,,Archer
Ådne Søndrål,Norway,Norwegian speed skater
Đorđe Đurić,,Volleyball player
Šárka Kašpárková,Czechoslovakia,Czech athlete
Ioamnet Quintero,,Athletics (sport) competitor
Isabel Fernández,Spain,Spanish Judoka
Iztok Čop,,Rower
Jaak Mae,,Cross-country skier
Emanuele Merisi,,Swimmer
Eskild Ebbesen,,Rower
Tomáš Dvořák,,Athletics (sport) competitor
Lu Huali,China,Olympic rower of China
Luigi Tarantino,,Fencer
Macha van der Vaart,,Field hockey player
Maikro Romero,Cuba,Boxer
Mamood Amadu,Ghana,Ghanaian footballer
Manabu Horii,Japan,Japanese speed skater and politician
Greg Searle,,NULL
Grit Breuer,Germany,German sprinter
Gro Espeseth,,Association football player
Gustavo Borges,Brazil,Swimmer
Gwendal Peizerat,France,Figure skater
György Kolonics,,Canoe racer
Hélène Cortin,,Rower
Wilson Kipketer,Kenya,Kenyan and Danish middle distance runner
Xavier O'Callaghan,,Handball player
Xiao Jiangang,China,Chinese weightlifter
Yelena Baranova,,Basketball player
Yermakhan Ibraimov,Kazakhstan,Boxer
Yuliya Allagulova,,Short-track speed skater
Zafar Guliyev,,Olympic wrestler
Zaza Zazirov,Ukraine,Ukrainian wrestler
Fumiko Okuno,,Synchronized swimmer
Galina Koukleva,Russia,Russian biathlete
Pedro Reyes,Chile,Footballer
Denis Žvegelj,Slovenia,Slovenian rower
Denise Lewis,United Kingdom,British heptathlete
Derartu Tulu,,Athletics (sport) competitor
Dmitri Torgovanov,,Handball player
Dorota Urbaniak,,Rower
Dorte Jensen,,Sailor
Rodrigo Pessoa,France,Equestrian
Ronald Snook,,Rower
Rossano Galtarossa,Italy,Italian sculler Olympic gold 2000 quad sculls
Michael Senft,Germany,Canoe racer
Mike Kohn,United States,American bobsledder
Trisha Fallon,,Basketball player
Sergei Matveyev,,Rower
Shane Kelly,Australia,Track bicycle racer
Shannon Dunn-Downing,,Snowboarder
Siarhei Laurenau,,Weightlifter
Silke Rottenberg,Germany,Association footballer
Simona Richter,,Judoka
Sonja Nef,Alps,Alpine skier
Steffi Jones,Germany,Association football player
Stevan Pletikosić,,Sport shooter
Heidi Støre,Norway,Association football player
Helen Luz,Brazil,Basketball player
Henrique Guimarães,,Judoka
Kristina Poplavskaja,,Rower
Marcel Wouda,Netherlands,Swimmer
Maria Grozdeva,Bulgaria,Bulgarian sport shooter
Maria Haglund,,Canoe racer
Maria Mutola,,Athletics (sport) competitor
Maria Pekli,Hungary,Australian judoka
Mark Richardson (athlete),United Kingdom,British athlete
Marko Kiprusoff,Finland,Ice hockey player
Janina Conceição,,Volleyball player
Jaromír Jágr,Czechoslovakia,Czech ice hockey winger
Jason Duff,,Field hockey player
Dušan Salfický,Czechoslovakia,Ice hockey player
Ekaterina Karsten,,Rower
Eldar Kurtanidze,,Olympic wrestler
John Godina,,Athletics (sport) competitor
Juha Ylönen,Finland,Former Finnish professional ice hockey player
Jung Sung-Sook,,Judoka
Jure Košir,Slovenia,Alpine skier
Axel Merckx,Belgium,Retired road bicycle racer
Barbara Fusar-Poli,Italy,Figure skater
Anja Rücker,Germany,German sprinter
Anna Kozlova,Soviet Union,Olympic synchronised swimmer
