name,nationality,sport
Zhaksylyk Ushkempirov,Soviet Union,Olympic wrestler
Günter Dreibrodt,,Handball player
Georg Spohr,,Rower
Patrick Picot,,Fencer
Dianne Holum,United States,Speed skater
Didier Flament,France,Fencer
Don Quarrie,Jamaica,Athletics (sport) competitor sprinter
Rolf Milser,,Weightlifter
Trixi Schuba,Austria,Figure skater
Valeriy Kryvov,Belarus,Volleyball player
Simon Dickie,,Rower
Siyka Kelbecheva,,Rower
Steve Genter,United States,American swimmer Olympic gold medalist former world record-holder
Steve Riddick,United States,American sprinter
Harro Bode,,Sailor
Haruki Uemura,,Judoka
Klaus-Jürgen Grünke,Germany,German racing cyclist
Konrad Weise,Germany,German footballer
Larry Black,,Athletics (sport) competitor
Margaret Bailes,,Athletics (sport) competitor
Mariko Okamoto,,Volleyball player
Jane Barkman,United States,American swimmer Olympic gold medalist former world record-holder
Dražen Dalipagić,Yugoslavia,Basketball player
Barbara Cochran,United States,Alpine skier
Angela Voigt,Germany,German long jumper
Annie Borckink,Netherlands,Speed skater
Anton Tkáč,Czechoslovakia,Slovak racing cyclist
Antoni Szymanowski,Poland,Polish footballer
Oldřich Rott,Czechoslovakia,footballer
Ondrej Nepela,Slovakia,Slovak figure skater
Péter Baczakó,,Weightlifter
Pāvels Seļivanovs,Latvia,Volleyball player
Reinhard Eiben,,Canoe racer
Ria Stalman,Netherlands,Dutch discus thrower
Peter Rost (handballer),,Handball player
Piet Kleine,Netherlands,Speed skater
Aleksandr Vinogradov,Soviet Union,Canoe racer
Aleksandr Voronin,Soviet Union,Weightlifter
Alexander Belov,Soviet Union,Basketball player
Tatyana Kazankina,,Athletics (sport) competitor
Gerald Tinker,United States,American football player
Gerd Kische,Germany,German footballer
Bernd Landvoigt,Germany,Rower
Bernhard Germeshausen,Germany,German bobsledder
Bronisław Malinowski (athlete),Poland,Polish middle distance runner
Bruno Boscherie,France,French fencer
Vasily Pavlovich Rochev,,Cross-country skier
Vladimir Barnachov,Soviet Union,Soviet biathlete
Vladimir Chernyshov,Russia,Volleyball player
Jerzy Kraska,Poland,Polish footballer
Anatoly Alyabyev,Soviet Union,Soviet biathlete
Andon Nikolov,,Weightlifter
Lidiya Loginova,Russia,Volleyball player
Felipe Muñoz,Mexico,Swimmer
Maureen Caird,Australia,Australian hurdler
Maxie Parks,United States,American sprinter
Nobutaka Taguchi,Japan,Japanese swimmer
Ildikó Schwarczenberger,Hungary,Hungarian fencer
Imre Gedővári,Hungary,Hungarian fencer
Chris Marlowe,,Volleyball player
Christine Muzio,France,Fencer
Adrian Parker,United Kingdom,Modern pentathlete
Catie Ball,United States,American college swimming coach international swimmer Olympic gold medalist
Conrad Homfeld,United States,Equestrian
Corneliu Ion,,Sport shooter
Kaye Hall,United States,American swimmer Olympic gold medalist former world record-holder art teacher
Kazimierz Kmiecik,Poland,Polish footballer
Ivan Dvorny,Soviet Union,Basketball player
Ellen Streidt,Germany,German sprinter
Thomas Munkelt,Germany,German hurdler and sprinter
Tom Bruce,United States,American swimmer Olympic gold medalist former world record-holder
Ludmilla Tourischeva,Soviet Union,Gymnast
Lyudmila Chernyshova,Russia,Volleyball player
Wojciech Fortuna,Poland,Polish ski jumper
Wolfgang Mager,,Rower
Yuri Lobanov,Soviet Union,Canoe racer
Zdravko Rađenović,Serbia,Handball player
Gabriela Grillo,,Equestrian
Paul Hildgartner,,Luger
Paul Sunderland,United States,Volleyball player
Dietmar Schmidt,,Handball player
Doris Maletzki,Germany,German sprinter
Rosemarie Ackermann,,Athletics (sport) competitor
Mikhail Nikolayevich Kuznetsov (rower),,Rower
Milena Duchková,Czech Republic,Olympic diver
Mirosław Rybaczewski,Poland,Volleyball player
Uljana Semjonova,,Basketball player
Ulrich Eicke,,Canoe racer
Ulrich Karnatz,,Rower
Ulrich Wehling,Germany,German Nordic combined skier
Valentina Nikonova,Russia,Fencer
Sharon Wichman,United States,American swimmer Olympic gold medalist
Siegfried Brietzke,Germany,Rower
Soslan Andiyev,,Wrestler
Stanislav Seman,Czechoslovakia,footballer
Stefan Semmler,,Rower
Stelios Mygiakis,,Olympic wrestler
Hasan Isaev,,Olympic wrestler
Klaus Gruner,,Handball player
Echiko Maeda,,Volleyball player
Edward Etzel,,Sport shooter
Ekkehard Fasser,,Bobsledder
John Kinsella (swimmer),United States,American swimmer Olympic gold medalist former world record-holder
Arthur Parkin,,Field hockey player
Athol Earl,,Rower
Angelė Rupšienė,Soviet Union,Basketball player
Angelika Bahmann,Germany,Olympic canoeist
Arkadiusz Godel,Poland,Polish fencer
Raúl González (athlete),,Athletics (sport) competitor
Reinhard Häfner,Germany,German footballer and manager
Pietro Mennea,Italy,Athletics (sport) competitor sprinter
Alejandro Abascal,Spain,Spanish sailor and Olympic Champion
Aleksandr Yelizarov,Soviet Union,Soviet biathlete
Alexander Gennadiyevich Zaitsev,United States,Russian figure skater
Sugar Ray Seales,,Boxer
Takako Shirai,,Volleyball player
Tamás Faragó,,Water polo player
Tatyana Goyshchik,Soviet Union,Soviet sprinter
Tatyana Prorochenko,,Athletics (sport) competitor
Teófilo Stevenson,Cuba,Boxer
Monika Zehrt,Germany,German sprinter
Nataliya Tymoshkina,Soviet Union,Handball player
Brigitte Ahrenholz,Germany,Olympic rower
Bruno Cipolla,Italy,Italian rowing cox 1968 Olympic gold coxed pairs
Vladimir Nevzorov,Soviet Union,Judoka
Vladimir Yumin,Soviet Union,Soviet sport wrestler
Vladislav Tretiak,Soviet Union,Ice hockey player
Vyacheslav Chukanov,Soviet Union,Equestrian
Vyacheslav Lemeshev,Soviet Union,Boxer
Vyacheslav Zaytsev,Soviet Union,Russian volleyball player
Jiichiro Date,,Olympic wrestler
Jindřich Svoboda (footballer),Czechoslovakia,footballer
Joachim Dreifke,,Rower
Jochen Bachfeld,,Boxer
Allan Wells,United Kingdom,British sprinter
Anatoli Fedyukin,,Handball player
Andreas Decker,Germany,Rower
Les Wilson (field hockey),,New Zealand field hockey player
Falk Hoffmann,,Diver
Neil McLeod (field hockey),,Field hockey player
Nikolai Andrianov,Soviet Union,Gymnast
Nikolay Kolesnikov (weightlifter),,Weightlifter
Nina Zyuskova,Soviet Union,Soviet athlete
Noriko Matsuda,,Volleyball player
Ian Ferguson (canoeist),,Canoe racer
Christine Prinsloo,,Field hockey player
Cornelia Hanisch,Germany,Fencer
Daniel Bautista,,Athletics (sport) competitor
John Walker (athlete),New Zealand,New Zealand distance runner
Karin Büttner-Janz,,Gymnast
Thomas Bach,Germany,German fencer
Luann Ryon,United States,Olympic archer
Lyubov Burda,Russia,Gymnast
Hans-Joachim Lück,,Rower
Zoltán Magyar,Hungary,Gymnast
František Štambachr,Czechoslovakia,footballer
Franz Klammer,Austria,downhill skier
Friedrich-Wilhelm Ulrich,,Rower
Göran Flodström,Sweden,Swedish fencers
Pavel Pinigin,Soviet Union,Olympic wrestler
Pertti Karppinen,,Rower
Dieter Wendisch,,Rower
Roland Kostulski,,Rower
Rolf Danneberg,Germany,German discus thrower
Mirjana Ognjenović,,Handball player
Tomasz Wójtowicz,Poland,Volleyball player
Ute Kircheis-Wessel,Germany,Fencer
Sergei Kapustin,Soviet Union,Ice hockey player
Hans Rinn,,Luger
Hartmut Krüger,,Handball player
Helma Lehmann,,Rower
Kiyomi Kato,,Volleyball player
László Foltán Sr.,,Canoe racer
Dragan Kićanović,Yugoslavia,Basketball player
Kanybek Osmonaliyev,,Weightlifter
Angelo Parisi,Italy,Olympic Judoka
Annemarie Moser-Pröll,Austria,Austrian Alpine skier
Oleg Moliboga,Russia,Volleyball player
Olga Solovova,Soviet Union,Volleyball player
Pär Mårts,Sweden,Ice hockey player
Randy Williams,,Athletics (sport) competitor long jumper
Albert Rust (footballer),France,France footballer
Alexandr Romankov,Soviet Union,Soviet fencer
Alexandre Welter,,Sailor
Susan Pedersen (swimmer),United States,American swimmer Olympic gold medalist former world record-holder
Georgi Raykov,Bulgaria,Bulgarian wrestler
Momir Petković,Serbia,Olympic wrestler
Nadezhda Radzevich,Russia,Volleyball player
Nailya Gilyazova,Russia,Fencer
Benny Brown,United States,Track and field athlete 400 metres runner quarter miler
Bernt Johansson,Sweden,Racing cyclist
Bianka Schwede,,Rower
Biserka Višnjić,,Handball player
Vera Komisova,Soviet Union,Athletics (sport) competitor
Viljar Loor,Estonia,Volleyball player
Władysław Kozakiewicz,Poland,Polish pole vaulter
Jerzy Rybicki,Poland,Polish boxer
Jochen Babock,Germany,Bobsledder
Anatoly Bykov (wrestler),Soviet Union,Olympic wrestler
Andreas Kirchner,,Bobsledder
Leon Spinks,United States,United States Marine
Ferenc Kocsis,,Olympic wrestler
Matija Ljubek,,Canoe racer
Mayumi Aoki,,Olympic wimmer
Nikolay Bazhukov,,Cross-country skier
Nina Gopova,Soviet Union,Canoe racer
Ilona Richter,,Rower
Sara Simeoni,Italy,Athletics (sport) competitor
Carie Graves,,Olympic medalist in rowing
Carla Bodendorf,,Athletics (sport) competitor
Wieland Schmidt,,Handball player
John Murphy (swimmer),United States,American swimmer Olympic gold medalist
John Williams (archer),United States,American archer
Karen Moe,United States,American swimmer Olympic gold medalist former world record-holder
Karl-Heinz Radschinsky,,Weightlifter
Jørgen Bojsen-Møller,,Sailor
Jaak Uudmäe,,Athletics (sport) competitor
Magnus Liljedahl,,Sailor
Gunther Tiersch,,Rower
Hans-Jürgen Gerhardt,Germany,Bobsledder
Yevgeny Belyayev,,Cross-country skier
Yuji Takada (wrestler),,Olympic wrestler
Yuko Arakida,Japan,Volleyball player
Fred Tyler,United States,American swimmer Olympic gold medalist former world record-holder
Dettlef Günther,,Luger
Roswietha Zobelt,,german rower
Mike Eruzione,United States,American ice hockey player
Mirza Delibašić,Yugoslavia,Basketball player
Ullrich Dießner,Germany,Rower
Vakhtang Blagidze,Soviet Union,Olympic wrestler
Valentina Sidorova,Russia,Fencer
Shoko Takayanagi,,Volleyball player
Steve Sheppard,United States,Basketball player
Hans Kjeld Rasmussen,,Sport shooter
Harald Jährling,,Rower
Harald Marg,,Canoe racer
Hartmut Schade,Germany,German footballer and manager
Hartwig Gauder,,Athletics (sport) competitor
Helen Volk,,Field hockey player
Henrietta Ebert,,Rower
Margriet Zegers,Netherlands,Dutch field hockey player
Maria Ştefan,,Canoe racer
Mariko Yoshida (volleyball),,Volleyball player
Jaroslav Netolička,Czechoslovakia,footballer
Ecaterina Oancia,,Rower
Eckart Diesch,Germany,Sailor
Johan Harmenberg,Sweden,Swedish fencers
Anke Borchmann,,Rower
Olga Knyazeva,Russia,Fencer
Rich Duwelius,United States,Volleyball player
Quinn Buckner,United States,American basketball player and coach
Aleksandr Aksinin,,Athletics (sport) competitor
Aleksandr Anpilogov,Soviet Union,Handball player
Aleksandr Ermilov,Soviet Union,Volleyball player
Aleksandr Melentyev,Soviet Union,Sport shooter
Aleksandr Skvortsov (ice hockey),Soviet Union,Russian ice hockey player
Robbie Haines,,Sailor
Robert Van de Walle,Belgium,judoka
Susan Huggett,,Field hockey player
Danny Nightingale,United Kingdom,Modern pentathlete
David Wilkie (swimmer),United Kingdom,Scottish former swimmer
Mitch Kupchak,United States,Basketball player
Monika Pflug,Germany,Speed skater
Nastasia Ionescu,,Canoe racer
Benny Kohlberg,,Cross-country skier
Bernd Jäkel,,Sailor
Beverley Whitfield,,Swimmer
Brad Cooper,Singapore,Australian swimmer
Brigitte Rohde,Germany,German hurdler and sprinter
Buzz Schneider,United States,Ice hockey player
Vasile Dîba,,Canoe racer
Verner Lička,Czechoslovakia,Footballer
Viktor Mazin,Soviet Union,Weightlifter
Viktor Zhluktov,Russia,Russian ice hockey player
Vladimir Dorokhov,Russia,Volleyball player
Vladimir Kovin,,Ice hockey player
Vladimir Smirnov (fencer),Soviet Union,Soviet fencer
Walter Davis (basketball),Puerto Rico,Basketball player
Walter Dießner,Germany,Rower
Jean Teulère,,Equestrian
Jochen Schümann,Germany,Sailor
Frédéric Pietruszka,France,Fencer
Norbert Hahn,,Luger
Norbert Klaar,,Sport shooter
Herman Frazier,,Athletics (sport) competitor and athletic director
Ian Taylor (field hockey),,Field hockey player
Christine Scheiblich,,Rower
Scott May,United States,Basketball player
Carola Zirzow,Germany,German canoeist
Jorge Hernández (boxer),Cuba,Boxer
Karl Schnabl,,Ski jumper
Katsuko Kanesaka,,Volleyball player
István Vaskuti,,Canoe racer
Jürg Röthlisberger,,Judoka
Ernie Grunfeld,Romania,Professional basketball player and executive
Tom LaGarde,United States,Basketball player
Tom Sandberg,Norway,Norwegian Nordic combined skier
Lyubov Odynokova,Soviet Union,Handball player
Maharaj Krishan Kaushik,,Field hockey player
Gregor Braun,Germany,German racing cyclist
Guy Lacombe,France,Footballer
Hans-Jürgen Riediger,Germany,German footballer
Yuri Kidyaev,Soviet Union,Handball player
Yuriy Sedykh,Soviet Union,Athletics (sport) competitor hammer thrower
Yves Loday,,Sailor
Zdravko Zovko,Croatia,Croatian handball player and coach
Zinetula Bilyaletdinov,Soviet Union,Russian ice hockey player
Paul Barber (field hockey),,Field hockey player
Paul Enquist,,Olympic medalist in rowing
Pavle Jurina,Croatia,Croatian handball player
Dietmar Schauerhammer,Germany,Bobsledder
Rod Davis (sailor),,Sailor
Rod Strachan,United States,American swimmer Olympic gold medalist former world record-holder
Michel Salesse,Algeria,French fencer
Mihovil Nakić,Croatia,Croatian basketball player
Toma Simionov,,Canoe racer
Udo Beyer,,Athletics (sport) competitor
Ulrich Kons,Germany,Rower
Ulrika Knape,Sweden,Diver
Uwe Benter,,Rower
Uwe Potteck,,Olympic sports shooter
Sergei Chukhray,Soviet Union,Canoe racer
Sergei Shepelev,Russia,Russian ice hockey player
Steve Ovett,England,British middle-distance runner
Kulbir Bhaura,,Field hockey player
Ladislav Vízek,Czechoslovakia,footballer
Larisa Savkina,Soviet Union,Handball player
Marc Waldie,United States,Volleyball player
Marja-Liisa Kirvesniemi,,Cross-country skier
Mark Reynolds (sailor),United States,Sailor
Edmund Coffin,United States,Equestrian
Edward Trevelyan,,Sailor
Edwin Moses,United States,American 400 metres hurdler
Juha Tiainen,,Athletics (sport) competitor
Juri Yokoyama,Japan,Japanese volleyball player
Károly Varga,,Sport shooter
Bärbel Wöckel,Germany,German sprinter
Barbara Petzold,,Cross-country skier
Angelo Arcidiacono,Italy,Fencer
Ann Grant,,Field hockey player
Anne Henning,,Speed skater
Olga Korbut,Soviet Union,Gymnast
Olga Sukharnova,,Basketball player
Rajko Žižić,Yugoslavia,Montenegrin basketball player
Philippe Boisse,France,French fencer
Philippe Bonin,,Fencer
Pierre Durand Jr.,,Equestrian
Aleksandr Degtyarev,Soviet Union,Canoe racer
Alexander Pusch,Germany,German fencer
Stoyanka Kurbatova,,Rower
Tate Armstrong,Georgia,Basketball player
Daniele Masala,United States,Modern pentathlete
Gerhard Heer,Germany,German fencer
Gillian Cowley,,Field hockey player
Momir Rnić,,Handball player
Natalya Petrusyova,,Speed skater
Bernd Baumgart,,Rower
Bernd Duvigneau,,Canoe racer
Butch Johnson,United States,Archer
Vasile Andrei,,Wrestler
Viola Poley,,Rower
Vladimir Myshkin,Soviet Union,Ice hockey player
Andreas Gregor,Germany,Rower
Leif Högström,Sweden,Swedish fencers
Linda Watson,,Field hockey player
Martin Hoffmann (footballer),Germany,German footballer and manager
Martin Winter (rower),,Rower
Mary Anne Tauskey,United States,Equestrian
Matthias Behr,Germany,German fencer
Maureen George,,Field hockey player
Nikolai Solodukhin,Soviet Union,Judoka
Nikolay Zimyatov,Soviet Union,Soviet cross country skier
Hiromi Yano,,Volleyball player
Hugh Fisher (canoeist),New Zealand,Canoe racer
Sarah English,,Field hockey player
Adrian Dantley,United States,Basketball player
Agafia Constantin,,Canoe racer
Wendy Boglioli,United States,American swimmer Olympic gold medalist former world record-holder
Karl-Heinz Bußert,,Rower
Kenny Carr,United States,Basketball player
Kevin Nichols,United States,Australian racing cyclist
Ingemar Stenmark,Sweden,Alpine skier
Jacek Wszoła,,Athletics (sport) competitor
Elisabeth Theurer,,Equestrian
Tessa Sanderson,Jamaica,British former javelin thrower and heptathlete
Tetyana Hlushchenko,Soviet Union,Handball player
Tetyana Kocherhina,Soviet Union,Handball player
Thomas Flach,,Sailor
Thomas Wassberg,Sweden,Cross-country skier
Lyubov Kozyreva (volleyball),Russia,Soviet volleyball player
Lyudmyla Panchuk,Soviet Union,Handball player
György Nébald,Hungary,Fencer
Hanni Wenzel,Germany,Alpine skier
Hans-Georg Beyer,,Handball player
Yordan Mitkov,,Weightlifter
Yurik Vardanyan,Soviet Union,Weightlifter
Zafar Iqbal (field hockey),,Field hockey player
Zlatan Arnautović,,Handball player
Zorica Pavićević,,Handball player
Fritz Fischer (biathlete),Germany,German biathlete
Patricia Davies,,Field hockey player
Patricia McKillop,,Field hockey player
Doina Melinte,,Athletics (sport) competitor
Dorothy Hamill,,Figure Skater
Russ Howard,United States,Curler
Michael McIntyre (sailor),United Kingdom,Sailor
Michael Spinks,United States,Boxer
Miguel Noguer,,Sailor
Mike Bruner,United States,American swimmer Olympic gold medalist former world record-holder
Mikhail Burtsev,Russia,Fencer
Milan Kalina,,Handball player
Millard Hampton,,Athletics (sport) competitor sprinter
Ulrike Meyfarth,Germany,German high jumper
Valentyna Lutayeva,Soviet Union,Handball player
Sebastian Coe,United Kingdom,British athlete and politician
Sergei Beloglazov,Soviet Union,Olympic wrestler
