Name,Nationality,Sport
Andrea Farkas,Hungary,Handball
Leonid Shaposhnykov,,Rower
Li Chunxiu,China,Chinese racewalker
Linda Kisabaka,Germany,German athlete
Liu Jianjun,,Badminton player
Fernanda Ribeiro,Portugal,Athletics (sport) competitor long distance runner
Fiona Robinson,,Basketball
Francine McRae,,Softball player
Frank Adisson,France,Canoe racer
Mateo Garralda,,Handball
Nezha Bidouane,Morocco,Moroccan hurdling athlete
Nicole Bradtke,Australia,Australian tennis player
Nino Salukvadze,Georgia,Sport shooter
Holly McPeak,United States,Volleyball
Huang Hua (badminton),China,female Chinese badminton player
Ildikó Mincza-Nébald,Hungary,Fencer
Imre Csösz,,Judoka
Christian Moser,Germany,Ski jumper
Christian Tröger,Germany,Swimmer
Christine Collins (rower),United States,Olympic medalist in rowing
Chung Hoon,,Judoka
Sabine Bau,Germany,Fencer
Salvador Esquer,,Handball
Sandra Wagner-Sachse,,Archer
Sarah Hardcastle,United States,Swimmer
Scott Jaffe,United States,American swimmer Olympic gold medalist
Akaki Chachua,Georgia,Olympic wrestler
Caroline Brunet,,Canoe racer
Carolyn Jones-Young,Philippines,Basketball
Wilfrid Forgues,France,Canoe racer
William Fox-Pitt,,Equestrian
Courtney Rumbolt,,Bobsledder
Dagmar Hase,Germany,Swimmer
Dan Greenbaum,United States,Volleyball
Dan Steele,,Bobsledder and track and field competitor
Jon Olsen,Britain,American swimmer Olympic gold medalist former world record-holder
Jonny Searle,United Kingdom,Rower
Jordi Nuñez,,Handball
Jorge Julio Rocha,,Boxer
Karen Kraft,Mali,Olympic medalist in rowing
Kathrin Boron,,Rower
Katrin Borchert,,Canoe racer
Kelly Hardie,,Softball player
Kerry Dienelt,,Softball player
Kerstin Kielgass,Germany,Swimmer
Khaled Al-Eid,Saudi Arabia,Saudi Arabian equestrian
Isabelle Brasseur,Canada,Figure skater
Israel Hernández,,Judoka
István Kovács,Hungary,Boxer
Els Callens,,tennis player sports journalist
Tihomir Franković,Croatia,Croatian rower
Tim Foster,United Kingdom,Rower
Lyudmyla Shevchenko,,Handball
Maksim Tarasov,Soviet Union,Russian pole vaulter
Grigory Misutin,,Gymnast
Guido Fulst,Germany,German racing cyclist
Wolfram Waibel Jr.,,Olympic sport shooter
Yuliya Sotnikova,,Athletics (sport) competitor
Zoltán Béres,,Boxer
Zoltan Lunka,Romania,Boxer
František Jež,,Ski jumper
Garth Robinson,United Kingdom,Athletics (sport) competitor
Denis Kapustin,,Athletics (sport) competitor
Dennis Blake,,Athletics (sport) competitor
Denny Kantono,Indonesia,Badminton player
Rupert Obholzer,United Kingdom,Rower
Ruslana Taran,,Sailor
Michael Blackburn (sailor),,Sailor
Mika Strömberg,Finland,Ice Hockey
Mikael Ljungberg,,Olympic wrestler
Milko Kazanov,,Canoe racer
Tomohito Ito,Japan,Baseball player
Tonja Buford-Bailey,,Athletics (sport) competitor
Ulrike Klotz,Germany,gymnast
Uschi Disl,Germany,German biathlete
Valentí Massana,,Athletics (sport) competitor
Sergei Mureiko,,Olympic wrestler
Shinya Miyamoto,Japan,Baseball player
Silke Kraushaar-Pielach,Germany,Luger
Stefano Battistelli,Italy,Swimmer
Stephen Kipkorir,Kenya,Athletics (sport) competitor
Haruka Saito,,Olympic softball player
Konstantin Ushakov,,Volleyball
Krešimir Čuljak,,Rower
Kristina Cook,United Kingdom,Equestrian
Larisa Kiselyova,,Handball
Laura Badea-Cârlescu,Romania,Fencer
Laura Walker,United States,All-American college swimmer international swimmer Olympic Bronze medalist
Manuela Stellmach,Germany,Swimmer
Marc-Kevin Goellner,Brazil,German tennis player
Marja-Helena Pälvilä,,Ice Hockey
Mark Pinger,,Swimmer
Mark Warnecke,Germany,Swimmer
Jan Quast,,Boxer
Janne Laukkanen,Finland,Ice Hockey
Jasna Fazlić,,Table tennis player
Ed Podivinsky,Alps,Alpine skier
Elaine Youngs,United States,Volleyball
John Forbes (sailor),,Sailor
Joyce Chepchumba,,Athletics (sport) competitor
Julie Richards,United States,Olympic medalist in equestrian
Karen Forkel,Germany,German javelin thrower
Astrid Kumbernuss,Germany,German shot and discus thrower
Anikó Nagy,,Handball
Antti Törmänen,Finland,Ice Hockey
Arkhom Chenglai,Thailand,Boxer
Olena Cherevatova,,Canoe racer
Oren Smadja,,Judoka
Paolo Vidoz,Italy,Boxer
Pasquale Gravina,Italy,Volleyball
Raúl González (handballer),,Handball
Rafael Lozano,Spain,Boxer
Rebecca Joyce,,Rower
Ricarda Lima,Brazil,Volleyball
Ricco Groß,Germany,German biathlete
Richard Šmehlík,Czechoslovakia,Ice Hockey
Predrag Zimonjić,Serbia,Serbian water polo player
Aleksey Voyevodin,,Athletics (sport) competitor
Alessandra Sensini,Italy,Sailor
Alexei Zhamnov,Soviet Union,Ice Hockey
Rintje Ritsma,Netherlands,Speed skater
Robert Lang (ice hockey),Czechoslovakia,Ice Hockey
Stuart Carruthers,,Field hockey
Susann Goksør Bjerkrheim,,Handball
Svetlana Pryakhina,,Handball
Sylvia Dördelmann,,Rower
Teemu Selänne,Finland,Ice Hockey
Daniele Crosta,Italy,Fencer
Daphne Touw,,Field hockey
Dariusz Białkowski,Poland,Polish canoeist
David Barrufet,,Handball
Gil Young-ah,,female badminton player from South Korea
Giovanna Trillini,Italy,Fencer
Beverly McDonald,,Athletics (sport) competitor
Brent Hilliard,United States,Volleyball
Cédric Mathy,Belgium,cyclist
Viktor Jelenić,,Water polo player
Vladimir Grbić,Yugoslavia,Volleyball
Vladimir Isakov,,Sport shooter
Vyacheslav Gorpishin,,Handball
Waldemar Malak,,Weightlifter
Jimmy Pedro,United States,Judoka
Alison Korn,United States,Rower
Amir Reza Khadem,,Olympic wrestler
Amy Tryon,United States,Olympic medalist in equestrian
Anatoli Tishchenko,,Canoe racer
Anatoly Laryukov,Russia,Judoka
Andrea Giani,,Volleyball
Andrea Tagwerker,,Luger
Andreas Wecker,Germany,Gymnast
Andrei Cherkasov,Russia,Tennis player
Andrei Tivontchik,Belarus,German pole vaulter
Andrian Dushev,,Canoe racer
Andriy Kovalenko,,Water polo player
Leonard Doroftei,Romania,Boxer
Leontien van Moorsel,Netherlands,Dutch racing cyclist
Filippo Soffici,,Rower
Frédéric Kowal,,Rower
Frank Möller,,Judoka
Maulen Mamyrov,,Olympic wrestler
Melanie Roche,,Softball player
Nicole Richardson,,Softball player
Nikolai Aksyonov,,Rower
Nikolaj Pešalov,Croatia,Croatian weightlifter of Bulgarian descent
Noriko Yamaji,Japan,Japanese softball player
Hiromi Yamamoto,Japan,Japanese speed skater
Igor Boraska,Croatia,Croatian rower
Ildikó Pádár,Hungary,Handball
Chiyori Masuchi,,Judoka
Chris Huffins,,Athletics (sport) competitor
Ablade Kumah,Ghana,Association footballer
Aki Takayama,,Synchronized swimmer
Wietske de Ruiter,,Field hockey
Willemijn Duyster,,Field hockey
Dagmar Kersten,,Former gymnast
Dana Pyritz,,Rower
Jonathan Cleveland,United States,Swimmer
Kazutaka Nishiyama,,Baseball player
Keltie Duggan,Canada,Swimmer
Irina Tolkunova,,Water polo player
Isabelle Charest,,Short-track speed skater
Iván Trevejo,Cuba,Fencer
Ellen Kuipers,,Field hockey
Elvis Gregory,Cuba,Fencer
Emma Robinson (rower),Montreal,Rower
Thomas Stuer-Lauridsen,,Badminton player
Tim Austin,,Boxer
Magali Messmer,,Triathlete
Goran Ivanišević,Yugoslavia,Tennis player
Grant Smith (field hockey),,Field hockey
Gu Xiaoli,China,Olympic rower
György Mizsei,Hungary,Boxer
Hajnalka Kiraly,Hungary,Fencer
Yoriko Okamoto,,Taekwondo practitioner
Youri Stepkine,,Judoka
Pavel Bure,Soviet Union,Ice Hockey
Peer Moberg,,Sailor
Denis Krivoshlykov,,Handball
Rolando Tucker,Cuba,Fencer
Rulon Gardner,United States,Olympic gold medal winner; wrestling
Ruslan Mashurenko,,Judoka
Rustam Sharipov,,Gymnast
Rytis Vaišvila,Soviet Union,Basketball
Mika Alatalo,Finland,Ice Hockey
Tomas Pačėsas,Soviet Union,Basketball
Tomomi Okazaki,,Speed skater
Trine Tangeraas,Norway,Association footballer
Víctor Estrada,,Taekwondo practitioner
Valeri Stolyarov,Russia,Russian Nordic combined skeir
Sergey Klevchenya,,Speed skater
Shamo Quaye,Ghana,Swedish footballers
Shim Eun-jung,,female badminton player from South Korea
Stephan Volkert,,Rower
Harald Christian Strand Nilsen,Alps,Alpine skier
Kjersti Grini,,Handball
Kjetil André Aamodt,Norway,Norwegian Alpine skier
Lance Armstrong,United States,American professional road racing cyclist
Lance Bade,United States,Sport shooter
Larisa Merk,,Rower
Larysa Zaspa,Ukraine,Handball
Laryssa Biesenthal,,Rower Rower
Lasse Kjus,Norway,Alpine skier
Laura Flessel-Colovic,Guadeloupe,Fencer
Lea Maurer,United States,American swimmer college swimming coach Olympic gold medalist
Marianne Kriel,,Swimmer
Mark Grimmette,United States,American luger
Marko Spittka,,Judoka
James Elmer,,Field hockey
Jan Hempel,,Diver
Janez Klemenčič,,Rower
Du'aine Ladejo,,Athletics (sport) competitor
Joel Lamela,,Athletics (sport) competitor
Juan Marén,,Olympic wrestler
Junichi Inoue,,Speed skater
Karen Cashman,,Short-track speed skater
Ann-Elen Skjelbreid,Norway,Norwegian biathlete
Ann Cathrin Eriksen,,Handball
Antoaneta Frenkeva,Bulgaria,Bulgarian swimmer
Antonio Carlos Ortega,,Handball
Arantxa Sánchez Vicario,Venezuela,Tennis player
Artūras Karnišovas,Soviet Union,Basketball
Odd-Bjørn Hjelmeset,Norway,Cross-country skier
Oleg Gorobiy,,Canoe racer
Oswald Haselrieder,,Luger
Rachel McQuillan,Australia,Australian tennis player
Rajko Jokanović,,Volleyball
Phil Rogers,Australia,Australian swimmer
Pyrros Dimas,Albania,Weightlifter
Qian Hong (swimmer),,Swimmer
Alexis Vila,,Olympic wrestler and mixed martial artist
Robin Reid (boxer),England,Boxer
Susi Susanti,Indonesia,Indonesian badminton player
Suzan van der Wielen,Netherlands,Field hockey
Suzanne Plesman,,Field hockey
Sven Fischer,Germany,German biathlete
Svetlana Goncharenko,,Athletics (sport) competitor
Darius Maskoliūnas,Soviet Union,Basketball
Gerhard Plankensteiner,,Luger
Natalya Deryugina,,Handball
Natascia Leonardi Cortesi,Switzerland,Swiss cross-country skier and ski mountaineer
Natasha Zvereva,Belarus,Belarusian tennis player
Bettina Wiegmann,,Association football player
Bjarte Engen Vik,Norway,Norwegian nordic combined skier
Bobby Julich,United States,Road bicycle racer
Brendan Garard,,Field hockey
Veljko Uskoković,,Water polo player
Virna Dias,Brazil,Volleyball
Vladislav Kulikov,Russia,Swimmer
Vugar Orujov,,Olympic wrestler
Wang Yan (athlete),China,Chinese racewalker
Jesús Olalla,,Handball
Jiří Šlégr,Czechoslovakia,Ice Hockey
Alison Williamson,United Kingdom,British archer
Amy Peterson,,Short track speed skater
Aníbal Santiago Acevedo,Mali,Boxer
Andrea Sartoretti,,Volleyball
Leila Barros,Brazil,Volleyball
Lin Yanfen,,Badminton player
Frank Amankwah,Ghana,Ghanaian footballer
Martin Ručinský,Czechoslovakia,Ice Hockey
Mary Joe Fernández,Dominican Republic,American tennis player
Melissa Morrison-Howard,United States,American hurdler
Nicole Livingstone,Australia,Swimmer
Hilde Synnøve Lid,,Freestyle skier
Hiroki Kokubo,Japan,Baseball player
Indrek Pertelson,,Judoka
Chris Johnson (boxer),,Boxer
Christoph Bechmann,,Field hockey
Christy Opara-Thompson,Nigeria,Nigerian sprinter
Sabine Spitz,Germany,German racing cyclist
Sari Fisk,Finland,Ice Hockey
Adam Vella (sport shooter),Australia,Australian sport shooter
Agnete Carlsen,Norway,Association football player
Carlo Silipo,,Water polo player
Carlos Espínola (sailor),Argentina,Argentine sailor and windsurfer
Carole Thate,,Field hockey
Constanţa Burcică,,Rower
Cornelia Pfohl,Germany,Archer
Damon Diletti,,Field hockey
Karin Rodrigues,,Volleyball
Khassaraporn Suta,,Weightlifter
Kieran Hansen,,Short track speed skater
Kim Soo-Nyung,,Archer
Ådne Søndrål,Norway,Norwegian speed skater
Đorđe Đurić,,Volleyball
Šárka Kašpárková,Czechoslovakia,Czech athlete
Ioamnet Quintero,,Athletics (sport) competitor
Isabel Fernández,Spain,Spanish Judoka
Iztok Čop,,Rower
Jaak Mae,,Cross-country skier
Emanuele Merisi,,Swimmer
Eskild Ebbesen,,Rower
Tomáš Dvořák,,Athletics (sport) competitor
Lu Huali,China,Olympic rower of China
Luigi Tarantino,,Fencer
Macha van der Vaart,,Field hockey
Maikro Romero,Cuba,Boxer
Mamood Amadu,Ghana,Ghanaian footballer
Manabu Horii,Japan,Japanese speed skater and politician
Greg Searle,,NULL
Grit Breuer,Germany,German sprinter
Gro Espeseth,,Association football player
Gustavo Borges,Brazil,Swimmer
Gwendal Peizerat,France,Figure skater
György Kolonics,,Canoe racer
Hélène Cortin,,Rower
Wilson Kipketer,Kenya,Kenyan and Danish middle distance runner
Xavier O'Callaghan,,Handball
Xiao Jiangang,China,Chinese weightlifter
Yelena Baranova,,Basketball
Yermakhan Ibraimov,Kazakhstan,Boxer
Yuliya Allagulova,,Short-track speed skater
Zafar Guliyev,,Olympic wrestler
Zaza Zazirov,Ukraine,Ukrainian wrestler
Fumiko Okuno,,Synchronized swimmer
Galina Koukleva,Russia,Russian biathlete
Pedro Reyes,Chile,Footballer
Denis Žvegelj,Slovenia,Slovenian rower
Denise Lewis,United Kingdom,British heptathlete
Derartu Tulu,,Athletics (sport) competitor
Dmitri Torgovanov,,Handball
Dorota Urbaniak,,Rower
Dorte Jensen,,Sailor
Rodrigo Pessoa,France,Equestrian
Ronald Snook,,Rower
Rossano Galtarossa,Italy,Italian sculler Olympic gold 2000 quad sculls
Michael Senft,Germany,Canoe racer
Mike Kohn,United States,American bobsledder
Trisha Fallon,,Basketball
Sergei Matveyev,,Rower
Shane Kelly,Australia,Track bicycle racer
Shannon Dunn-Downing,,Snowboarder
Siarhei Laurenau,,Weightlifter
Silke Rottenberg,Germany,Association footballer
Simona Richter,,Judoka
Sonja Nef,Alps,Alpine skier
Steffi Jones,Germany,Association football player
Stevan Pletikosić,,Sport shooter
Heidi Støre,Norway,Association football player
Helen Luz,Brazil,Basketball
Henrique Guimarães,,Judoka
Kristina Poplavskaja,,Rower
Marcel Wouda,Netherlands,Swimmer
Maria Grozdeva,Bulgaria,Bulgarian sport shooter
Maria Haglund,,Canoe racer
Maria Mutola,,Athletics (sport) competitor
Maria Pekli,Hungary,Australian judoka
Mark Richardson (athlete),United Kingdom,British athlete
Marko Kiprusoff,Finland,Ice Hockey
Janina Conceição,,Volleyball
Jaromír Jágr,Czechoslovakia,Ice Hockey
Jason Duff,,Field hockey
Dušan Salfický,Czechoslovakia,Ice Hockey
Ekaterina Karsten,,Rower
Eldar Kurtanidze,,Olympic wrestler
John Godina,,Athletics (sport) competitor
Juha Ylönen,Finland,Ice Hockey
Jung Sung-Sook,,Judoka
Jure Košir,Slovenia,Alpine skier
Axel Merckx,Belgium,Retired road bicycle racer
Barbara Fusar-Poli,Italy,Figure skater
Anja Rücker,Germany,German sprinter
Anna Kozlova,Soviet Union,Olympic synchronised swimmer
Anne Nymark Andersen,,Association footballer
Annette Sikveland,Norway,Norwegian biathlete
Anthony Edwards (rower),,Rower
Anthony Mensah,Ghana,Ghanaian footballer
Arihito Muramatsu,,Baseball player
Oh Kyo-Moon,,Archer
Olena Antonova,Ukraine,Athletics (sport) competitor
Park Hae-Jung,,Table tennis player
Pascal Rambeau,,Sailor
Pasi Kuivalainen,Finland,Ice Hockey
Raffaelo Caserta,Italy,Fencer
Rasoul Khadem,Iran,Olympic wrestler
Philippe Candeloro,France,Figure skater
Qu Yunxia,China,Chinese middle distance runner
Aleksandr Vladimirovich Tretyakov,,Olympic wrestler
Aleksandra Pankina,,Rower
Alessandro Corona,,Rower
Rivaldo,Brazil,Brazilian professional footballer
Roberto Calcaterra,,Water polo player
Summer Sanders,United States,American swimmer Olympic gold medalist actress television reporter
Svetlana Ishmouratova,Russia,Russian biathlete
Svetlana Vysokova,,Speed skater
Takuya Kimura (baseball),Japan,Baseball player
Tanya Harding,,Softball player
Daniela Hunger,Germany,Swimmer
Danny McFarlane,Jamaica,Athletics (sport) competitor
Darius Kasparaitis,Soviet Union,Ice Hockey
David Grindley,United Kingdom,British athlete
David Musuľbes,,Olympic wrestler
David Tua,Samoa,A New Zealand professional heavyweight boxer
Missy Schwen-Ryan,United States,Olympic medalists in rowing
Mohammed Dramani Kalilu,Ghana,Ghanaian footballer
Nataliya Volchek,,Rower
Natalya Meshcheryakova,Russia,Russian swimmer
Nate Jones,,Boxer
Ben Dodwell,United States,Rower
Bente Skari,Norway,Cross-country skier
Boris Mironov,Soviet Union,Ice Hockey
Bruno Kernen,United States,Swiss alpine skier
Calvin Davis,United States,Athletics (sport) competitor 400 meters 400 hurdles
Ville Räikkönen,Finland,Finnish biathlete
Virgilijus Alekna,Lithuania,Athletics (sport) competitor
Vitaly Scherbo,Belarus,Gymnast
Vladimir Volodenkov,,Rower
Jeanette Nilsen,,Handball
Jeannette Lewin,,Field hockey
Jin Pil-jung,,Baseball player
Joanne Brown,,Softball player
Joanne Goode,England,Badminton player
Allison Tranquilli,,Basketball
Alvydas Pazdrazdis,Lithuania,Basketball
Ana Paula Connelly,Brazil,Volleyball
André Willms,,Rower
Andre Ehrenberg,Germany,Olympic canoeist
Andreas Dittmer,Germany,Olympic gold medalist canoeist
Andreas Goldberger,Austria,Austrian ski jumper
Andreas Schlütter,,Cross-country skier
Andrei Chemerkin,Soviet Union,Weightlifter
Andrei Glukhov,,Rower
Legna Verdecia,,Judoka
Liang Qin,,Fencer
Lori Melien,Canada,Swimmer
Fita Bayisa,,Athletics (sport) competitor
Francesco Postiglione,,Water polo player
Franck Boidin,France,Fencer
Martin Straka,Czechoslovakia,Ice Hockey
Martin Tenk,Czech Republic,Sport shooter
Mary Tombiri,Nigeria,Nigerian sprinter
Maxwell Konadu,Ghana,Ghanaian footballer Ghanaian football manager
Nicolas Gill,Canada,Judoka
Nicole Koolen,United Kingdom,Field hockey
Nikolai Maksimov,United States,Water polo player
Nikolay Kozlov,,Water polo player
Nina Nymark Andersen,,Association footballer
Nobuharu Asahara,Japan,Japanese sprinter and long jumper
Noriko Narazaki,,Judoka
Nuno Barreto,,Sailor
Hermann Maier,Austria,Austrian Alpine skier
Hilma Caldeira,,Volleyball
Hocine Soltani,,Boxer
Hugo Rocha,,Sailor
Ibrahim Dossey,Ghana,Ghanaian footballer
Christian Keller,Germany,Swimmer
Christian Mayer (skier),Alps,Alpine skier
Christine Boudrias,,Short-track speed skater
Christopher Williams (sprinter),Jamaica,Jamaican sprint athlete
Clara Hughes,Canada,Speed skater
Claudia Poll,Nicaragua,Costa Rican swimmer
Sabina Valbusa,Italy,Italian cross-country skier
Salah Hissou,,Athletics (sport) competitor
Samantha Riley,Australia,Swimmer
Aaron McIntosh,New Zealand,Sailor
Adriana Carmona,,Taekwondo practitioner
Ageeth Boomgaardt,,Field hockey
Clint Robinson,,Canoe racer
Conchita Martínez,Spain,Tennis player
